loop,generation,qd_score,max_fitness,coverage,time,frames
1,1,,,0.1953125,17.830159425735474,100000
1,1,,830.12335,0.1953125,17.830159425735474,100000
1,1,6748.2495,830.12335,0.1953125,17.830159425735474,100000
